10	0.0	0.0
60	0.0	0.1
110	0.0333333333333	0.1
120	0.0333333333333	0.1
170	0.0333333333333	0.2
220	0.0666666666667	0.2
230	0.0666666666667	0.2
280	0.0666666666667	0.3
330	0.1	0.3
340	0.1	0.3
390	0.1	0.4
440	0.133333333333	0.4
450	0.133333333333	0.4
500	0.133333333333	0.5
550	0.166666666667	0.5
560	0.166666666667	0.5
610	0.166666666667	0.6
660	0.2	0.6
670	0.2	0.6
720	0.2	0.7
770	0.233333333333	0.7
780	0.233333333333	0.7
830	0.233333333333	0.8
880	0.266666666667	0.8
890	0.266666666667	0.8
940	0.266666666667	0.9
990	0.3	0.9
1000	0.3	0.9
1050	0.3	1.0
1100	0.333333333333	1.0
1110	0.333333333333	1.0
1160	0.333333333333	1.1
1210	0.366666666667	1.1
1220	0.366666666667	1.1
1270	0.366666666667	1.2
1320	0.4	1.2
1330	0.4	1.2
1380	0.4	1.3
1430	0.433333333333	1.3
1440	0.433333333333	1.3
1490	0.433333333333	1.4
1540	0.466666666667	1.4
1550	0.466666666667	1.4
1600	0.466666666667	1.5
1650	0.5	1.5
1660	0.5	1.5
1710	0.5	1.6
1760	0.533333333333	1.6
1770	0.533333333333	1.6
1820	0.533333333333	1.7
1870	0.566666666667	1.7
1880	0.566666666667	1.7
1930	0.566666666667	1.8
1980	0.6	1.8
1990	0.6	1.8
2040	0.6	1.9
2090	0.633333333333	1.9
2100	0.633333333333	1.9
2150	0.633333333333	2.0
2200	0.666666666667	2.0
2210	0.666666666667	2.0
2260	0.666666666667	2.1
2310	0.7	2.1
2320	0.7	2.1
2370	0.7	2.2
2420	0.733333333333	2.2
2430	0.733333333333	2.2
2480	0.733333333333	2.3
2530	0.766666666667	2.3
2540	0.766666666667	2.3
2590	0.766666666667	2.4
2640	0.8	2.4
2650	0.8	2.4
2700	0.8	2.5
2750	0.833333333333	2.5
2760	0.833333333333	2.5
2810	0.833333333333	2.6
2860	0.866666666667	2.6
2870	0.866666666667	2.6
2920	0.866666666667	2.7
2970	0.9	2.7
2980	0.9	2.7
3030	0.9	2.8
3080	0.933333333333	2.8
3090	0.933333333333	2.8
3140	0.933333333333	2.9
3190	0.966666666667	2.9
3200	0.966666666667	2.9
3250	0.966666666667	3.0
3300	1.0	3.0
3310	1.0	3.0
3360	1.0	3.1
3410	1.03333333333	3.1
3420	1.03333333333	3.1
3470	1.03333333333	3.2
3520	1.06666666667	3.2
3530	1.06666666667	3.2
3580	1.06666666667	3.3
3630	1.1	3.3
3640	1.1	3.3
3690	1.1	3.4
3740	1.13333333333	3.4
3750	1.13333333333	3.4
3800	1.13333333333	3.5
3850	1.16666666667	3.5
3860	1.16666666667	3.5
3910	1.16666666667	3.6
3960	1.2	3.6
3970	1.2	3.6
4020	1.2	3.7
4070	1.23333333333	3.7
4080	1.23333333333	3.7
4130	1.23333333333	3.8
4180	1.26666666667	3.8
4190	1.26666666667	3.8
4240	1.26666666667	3.9
4290	1.3	3.9
4300	1.3	3.9
4350	1.3	4.0
4400	1.33333333333	4.0
4410	1.33333333333	4.0
4460	1.33333333333	4.1
4510	1.36666666667	4.1
4520	1.36666666667	4.1
4570	1.36666666667	4.2
4620	1.4	4.2
4630	1.4	4.2
4680	1.4	4.3
4730	1.43333333333	4.3
4740	1.43333333333	4.3
4790	1.43333333333	4.4
4840	1.46666666667	4.4
4850	1.46666666667	4.4
4900	1.46666666667	4.5
4950	1.5	4.5
4960	1.5	4.5
5010	1.5	4.6
5060	1.53333333333	4.6
5070	1.53333333333	4.6
5120	1.53333333333	4.7
5170	1.56666666667	4.7
5180	1.56666666667	4.7
5230	1.56666666667	4.8
5280	1.6	4.8
5290	1.6	4.8
5340	1.6	4.9
5390	1.63333333333	4.9
5400	1.63333333333	4.9
5450	1.63333333333	5.0
5500	1.66666666667	5.0
5510	1.66666666667	5.0
5560	1.66666666667	5.1
5610	1.7	5.1
5620	1.7	5.1
5670	1.7	5.2
5720	1.73333333333	5.2
5730	1.73333333333	5.2
5780	1.73333333333	5.3
5830	1.76666666667	5.3
5840	1.76666666667	5.3
5890	1.76666666667	5.4
5940	1.8	5.4
5950	1.8	5.4
6000	1.8	5.5
6050	1.83333333333	5.5
6060	1.83333333333	5.5
6110	1.83333333333	5.6
6160	1.86666666667	5.6
6170	1.86666666667	5.6
6220	1.86666666667	5.7
6270	1.9	5.7
6280	1.9	5.7
6330	1.9	5.8
6380	1.93333333333	5.8
6390	1.93333333333	5.8
6440	1.93333333333	5.9
6490	1.96666666667	5.9
6500	1.96666666667	5.9
6550	1.96666666667	6.0
6600	2.0	6.0
6610	2.0	6.0
6660	2.0	6.1
6710	2.03333333333	6.1
6720	2.03333333333	6.1
6770	2.03333333333	6.2
6820	2.06666666667	6.2
6830	2.06666666667	6.2
6880	2.06666666667	6.3
6930	2.1	6.3
6940	2.1	6.3
6990	2.1	6.4
7040	2.13333333333	6.4
7050	2.13333333333	6.4
7100	2.13333333333	6.5
7150	2.16666666667	6.5
7160	2.16666666667	6.5
7210	2.16666666667	6.6
7260	2.2	6.6
7270	2.2	6.6
7320	2.2	6.7
7370	2.23333333333	6.7
7380	2.23333333333	6.7
